конкурент,домен,тип_источника,n_запросов,n_hits
бренды не упомянуты,megapteka.ru,перекуп,1,1
не указаны,apteka.ru,перекуп,1,1
не указаны,gorzdrav.org,перекуп,1,1
не указаны,ozerki.ru,перекуп,1,1
не указаны,spb.uteka.ru,перекуп,1,1
не указаны,vitaexpress.ru,перекуп,1,1
нет явного лидера,hairgloss.ru,обзор,1,1
нет явного лидера,yahoo.com,обзор,1,1
нет явного лидера,zicail.com,обзор,1,1
отсутствует,rskrf.ru,экспертный ресурс,2,2
отсутствует,aroma-butik.ru,обзор,1,1
отсутствует,chistayalinia.ru,обзор,1,1
отсутствует,linline-clinic.ru,экспертный ресурс,1,1
отсутствует,media.halvacard.ru,обзор,1,1
отсутствует,rivegauche.ru,обзор,1,1
отсутствует,selencin.ru,обзор,1,1
отсутствует,selencin.ru,экспертный ресурс,1,1
отсутствует,vichy.ru,сайт бренда,1,1
отсутствует,vitaexpress.ru,перекуп,1,1
