категория,тип_запроса,конкурент,домен,тип_источника,n_запросов,n_hits
hair care,категорийный,Sim Sensitive,vc.ru,обзор,1,1
hair care,категорийный,Sueno,goldapple.ru,перекуп,1,1
hair care,категорийный,Sueno,letu.ru,перекуп,1,1
hair care,категорийный,Sueno,market.yandex.ru,маркетплейс,1,1
hair care,категорийный,Sueno,ozon.ru,маркетплейс,1,1
hair care,категорийный,Sueno,wildberries.ru,маркетплейс,1,1
hair care,категорийный,Svoboda Natural,apteka.ru,перекуп,1,1
hair care,категорийный,Svoboda Natural,goldapple.ru,перекуп,1,1
hair care,категорийный,Svoboda Natural,ozon.ru,маркетплейс,1,1
hair care,категорийный,Svoboda Natural,poryadok.ru,перекуп,1,1
hair care,категорийный,Svoboda Natural,wildberries.ru,маркетплейс,1,1
hair care,категорийный,Svoboda natural,apteka.ru,перекуп,1,1
hair care,категорийный,Svoboda natural,goldapple.ru,маркетплейс,1,1
hair care,категорийный,Svoboda natural,irecommend.ru,форум,1,1
hair care,категорийный,Synergetic,lady.mail.ru,обзор,2,2
hair care,категорийный,Synergetic,byrdie.com,обзор,1,1
hair care,категорийный,Synergetic,kp.ru,обзор,1,1
hair care,категорийный,Synergetic,lavka.yandex.ru,маркетплейс,1,1
hair care,категорийный,Synergetic,market.yandex.ru,маркетплейс,1,1
hair care,категорийный,Synergetic,megapteka.ru,перекуп,1,1
hair care,категорийный,Synergetic,ozon.ru,маркетплейс,1,1
hair care,категорийный,Synergetic,rivegauche.ru,обзор,1,1
hair care,категорийный,Synergetic,wildberries.ru,маркетплейс,1,1
hair care,категорийный,The LAB,cosmetic.magnit.ru,перекуп,1,1
hair care,категорийный,The LAB,ng.nlstar.com,перекуп,1,1
hair care,категорийный,The LAB,ozon.ru,маркетплейс,1,1
hair care,категорийный,The LAB,pralinedefrance.ru,перекуп,1,1
hair care,категорийный,The LAB,wildberries.ru,маркетплейс,1,1
hair care,категорийный,URAL LAB,altaitmag.ru,перекуп,1,1
hair care,категорийный,URAL LAB,letu.ru,перекуп,1,1
hair care,категорийный,URAL LAB,market.yandex.ru,маркетплейс,1,1
hair care,категорийный,URAL LAB,ozon.ru,маркетплейс,1,2
hair care,категорийный,URAL LAB,wildberries.ru,маркетплейс,1,1
hair care,категорийный,URIAGE,lady.mail.ru,обзор,1,1
hair care,категорийный,URIAGE,media.halvacard.ru,обзор,1,1
hair care,категорийный,URIAGE,stolichki.ru,перекуп,1,1
hair care,категорийный,URIAGE,www.letu.ru,перекуп,1,1
hair care,категорийный,VOIS,market.yandex.ru,маркетплейс,2,2
hair care,категорийный,VOIS,aravia.ru,сайт бренда,1,1
hair care,категорийный,VOIS,hollyshop.ru,перекуп,1,1
hair care,категорийный,VOIS,kleona.com,сайт бренда,1,1
hair care,категорийный,VOIS,letu.ru,перекуп,1,1
hair care,категорийный,VOIS,stolichki.ru,обзор,1,1
hair care,категорийный,VOIS,uteka.ru,перекуп,1,1
hair care,категорийный,Vichy,lady.mail.ru,обзор,3,3
hair care,категорийный,Vichy,kp.ru,обзор,2,2
hair care,категорийный,Vichy,market.yandex.ru,маркетплейс,2,2
hair care,категорийный,Vichy,aptstore.ru,перекуп,1,1
hair care,категорийный,Vichy,dtf.ru,обзор,1,1
hair care,категорийный,Vichy,dzen.ru,обзор,1,1
hair care,категорийный,Vichy,goldapple.ru,обзор,1,1
hair care,категорийный,Vichy,irecommend.ru,форум,1,1
hair care,категорийный,Vichy,ozon.ru,маркетплейс,1,1
hair care,категорийный,Vichy,vc.ru,обзор,1,1
hair care,категорийный,Wella,lady.mail.ru,обзор,2,2
hair care,категорийный,Wella,dtf.ru,обзор,1,1
hair care,категорийный,Wella,kapous.ru,обзор,1,1
hair care,категорийный,Wella,kp.ru,обзор,1,1
hair care,категорийный,Wella,market.yandex.ru,маркетплейс,1,1
hair care,категорийный,Wella,ozon.ru,маркетплейс,1,1
hair care,категорийный,Yves Rocher,goldapple.ru,перекуп,1,1
hair care,категорийный,Yves Rocher,letu.ru,перекуп,1,1
hair care,категорийный,Yves Rocher,market.yandex.ru,маркетплейс,1,1
hair care,категорийный,Yves Rocher,ozon.ru,маркетплейс,1,1
hair care,категорийный,Yves Rocher,wildberries.ru,маркетплейс,1,1
hair care,категорийный,ZEITUN,altaitmag.ru,перекуп,1,1
hair care,категорийный,ZEITUN,letu.ru,перекуп,1,1
hair care,категорийный,ZEITUN,market.yandex.ru,маркетплейс,1,1
hair care,категорийный,ZEITUN,ozon.ru,маркетплейс,1,2
hair care,категорийный,ZEITUN,wildberries.ru,маркетплейс,1,1
hair care,категорийный,Zeitun,byrdie.com,обзор,1,1
hair care,категорийный,Zeitun,kp.ru,обзор,1,1
hair care,категорийный,Zeitun,lady.mail.ru,обзор,1,1
hair care,категорийный,Zeitun,megapteka.ru,перекуп,1,1
hair care,категорийный,Алерана,apteka.ru,перекуп,1,1
hair care,категорийный,Алерана,eapteka.ru,перекуп,1,1
hair care,категорийный,Алерана,ozon.ru,маркетплейс,1,1
hair care,категорийный,Алерана,planetazdorovo.ru,перекуп,1,1
hair care,категорийный,Алерана,uteka.ru,перекуп,1,1
hair care,категорийный,Аптечка Агафьи,gorzdrav.org,перекуп,1,1
hair care,категорийный,Аптечка Агафьи,kapous.ru,сайт бренда,1,1
hair care,категорийный,Аптечка Агафьи,market.yandex.ru,маркетплейс,1,1
hair care,категорийный,Аптечка Агафьи,ozon.ru,маркетплейс,1,1
hair care,категорийный,Аптечка Агафьи,uteka.ru,перекуп,1,1
hair care,категорийный,Лошадиная Сила,kleona.com,сайт бренда,1,1
hair care,категорийный,Лошадиная Сила,letu.ru,перекуп,1,1
hair care,категорийный,Лошадиная Сила,market.yandex.ru,маркетплейс,1,1
hair care,категорийный,Лошадиная Сила,uteka.ru,перекуп,1,1
hair care,категорийный,МАСТ ХЭВ,aravia.ru,сайт бренда,1,1
hair care,категорийный,МАСТ ХЭВ,hollyshop.ru,перекуп,1,1
hair care,категорийный,МАСТ ХЭВ,market.yandex.ru,маркетплейс,1,1
hair care,категорийный,МАСТ ХЭВ,stolichki.ru,обзор,1,1
hair care,категорийный,Мирролла,apteka-april.ru,перекуп,1,1
hair care,категорийный,Мирролла,apteka.ru,перекуп,1,1
hair care,категорийный,Мирролла,planetazdorovo.ru,перекуп,1,1
hair care,категорийный,ОрганикФарм,letu.ru,перекуп,1,1
hair care,категорийный,ОрганикФарм,market.yandex.ru,маркетплейс,1,1
hair care,категорийный,ОрганикФарм,rigla.ru,перекуп,1,1
hair care,категорийный,ОрганикФарм,wildberries.ru,маркетплейс,1,1
hair care,консультационный,AQUA FORCE,axioneprofessional.ru,сайт бренда,1,1
hair care,консультационный,AQUA FORCE,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,AQUA FORCE,ozon.ru,маркетплейс,1,2
hair care,консультационный,AQUA FORCE,vkusvill.ru,маркетплейс,1,1
hair care,консультационный,AQUA FORCE,wildberries.ru,маркетплейс,1,1
hair care,консультационный,AXE ANTI HANGOVER,axioneprofessional.ru,сайт бренда,1,1
hair care,консультационный,AXE ANTI HANGOVER,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,AXE ANTI HANGOVER,ozon.ru,маркетплейс,1,2
hair care,консультационный,AXE ANTI HANGOVER,vkusvill.ru,маркетплейс,1,1
hair care,консультационный,AXE ANTI HANGOVER,wildberries.ru,маркетплейс,1,1
hair care,консультационный,AxiOne,axioneprofessional.ru,сайт бренда,1,1
hair care,консультационный,AxiOne,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,AxiOne,ozon.ru,маркетплейс,1,2
hair care,консультационный,AxiOne,vkusvill.ru,маркетплейс,1,1
hair care,консультационный,AxiOne,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Clear,health.mail.ru,экспертный ресурс,1,1
hair care,консультационный,Clear,stolichki.ru,перекуп,1,1
hair care,консультационный,Clear,uteka.ru,экспертный ресурс,1,1
hair care,консультационный,Clear,vc.ru,обзор,1,1
hair care,консультационный,DREAM NATURE,letu.ru,маркетплейс,1,1
hair care,консультационный,DREAM NATURE,market.yandex.ru,маркетплейс,1,2
hair care,консультационный,DREAM NATURE,ozon.ru,маркетплейс,1,1
hair care,консультационный,DREAM NATURE,wildberries.ru,маркетплейс,1,2
hair care,консультационный,Deonica for men,axioneprofessional.ru,сайт бренда,1,1
hair care,консультационный,Deonica for men,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,Deonica for men,ozon.ru,маркетплейс,1,2
hair care,консультационный,Deonica for men,vkusvill.ru,маркетплейс,1,1
hair care,консультационный,Deonica for men,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Dove,eapteka.ru,перекуп,1,1
hair care,консультационный,Dove,lady.mail.ru,обзор,1,1
hair care,консультационный,Dove,letu.ru,перекуп,1,1
hair care,консультационный,Dove,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,Dove,ozon.ru,маркетплейс,1,1
hair care,консультационный,Dove,wildberries.ru,маркетплейс,1,1
hair care,консультационный,ESTEL,angelprof.ru,сайт бренда,1,1
hair care,консультационный,ESTEL,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,ESTEL,ozon.ru,маркетплейс,1,1
hair care,консультационный,ESTEL,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Ecolatier,axioneprofessional.ru,сайт бренда,1,1
hair care,консультационный,Ecolatier,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,Ecolatier,ozon.ru,маркетплейс,1,2
hair care,консультационный,Ecolatier,vkusvill.ru,маркетплейс,1,1
hair care,консультационный,Ecolatier,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Exxe,letu.ru,маркетплейс,1,1
hair care,консультационный,Exxe,market.yandex.ru,маркетплейс,1,2
hair care,консультационный,Exxe,ozon.ru,маркетплейс,1,1
hair care,консультационный,Exxe,wildberries.ru,маркетплейс,1,2
hair care,консультационный,Grass,helas.ru,перекуп,1,1
hair care,консультационный,Grass,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,Grass,ozon.ru,маркетплейс,1,1
hair care,консультационный,Grass,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Ichthyonella,dtf.ru,обзор,1,1
hair care,консультационный,Ichthyonella,irecommend.ru,форум,1,1
hair care,консультационный,Ichthyonella,kp.ru,обзор,1,1
hair care,консультационный,Ichthyonella,ozon.ru,маркетплейс,1,1
hair care,консультационный,Ichthyonella,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Kerasys,dtf.ru,обзор,1,1
hair care,консультационный,Kerasys,irecommend.ru,форум,1,1
hair care,консультационный,Kerasys,kp.ru,обзор,1,1
hair care,консультационный,Kerasys,ozon.ru,маркетплейс,1,1
hair care,консультационный,Kerasys,wildberries.ru,маркетплейс,1,1
hair care,консультационный,L'Occitane,lady.mail.ru,обзор,1,1
hair care,консультационный,L'Oreal,market.yandex.ru,маркетплейс,2,2
hair care,консультационный,L'Oreal,akrasoty.ru,обзор,1,1
hair care,консультационный,L'Oreal,angelprof.ru,сайт бренда,1,1
hair care,консультационный,L'Oreal,lady.mail.ru,обзор,1,1
hair care,консультационный,L'Oreal,letu.ru,обзор,1,1
hair care,консультационный,L'Oreal,letu.ru,перекуп,1,2
hair care,консультационный,L'Oreal,ozon.ru,маркетплейс,1,1
hair care,консультационный,L'Oreal,vc.ru,обзор,1,1
hair care,консультационный,L'Oreal,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Lion,letu.ru,маркетплейс,1,1
hair care,консультационный,Lion,market.yandex.ru,маркетплейс,1,2
hair care,консультационный,Lion,ozon.ru,маркетплейс,1,1
hair care,консультационный,Lion,wildberries.ru,маркетплейс,1,2
hair care,консультационный,MIXIT,dtf.ru,обзор,1,1
hair care,консультационный,MIXIT,irecommend.ru,форум,1,1
hair care,консультационный,MIXIT,kp.ru,обзор,1,1
hair care,консультационный,MIXIT,ozon.ru,маркетплейс,1,1
hair care,консультационный,MIXIT,wildberries.ru,маркетплейс,1,1
hair care,консультационный,NIVEA,detmir.ru,маркетплейс,1,1
hair care,консультационный,NIVEA,irecommend.ru,форум,1,1
hair care,консультационный,NIVEA,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,NIVEA,ozon.ru,маркетплейс,1,1
hair care,консультационный,Nivea,ozon.ru,маркетплейс,2,2
hair care,консультационный,Nivea,bestproducts.mail.ru,обзор,1,1
hair care,консультационный,Nivea,dtf.ru,обзор,1,1
hair care,консультационный,Nivea,irecommend.ru,форум,1,1
hair care,консультационный,Nivea,kp.ru,обзор,1,1
hair care,консультационный,Nivea,lady.mail.ru,обзор,1,1
hair care,консультационный,Nivea,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Ollin,market.yandex.ru,маркетплейс,2,2
hair care,консультационный,Ollin,ozon.ru,маркетплейс,2,2
hair care,консультационный,Ollin,wildberries.ru,маркетплейс,2,2
hair care,консультационный,Ollin,angelprof.ru,сайт бренда,1,1
hair care,консультационный,Ollin,eapteka.ru,перекуп,1,1
hair care,консультационный,Ollin,lady.mail.ru,обзор,1,1
hair care,консультационный,Ollin,letu.ru,перекуп,1,1
hair care,консультационный,Palmolive,dtf.ru,обзор,1,1
hair care,консультационный,Palmolive,irecommend.ru,форум,1,1
hair care,консультационный,Palmolive,kp.ru,обзор,1,1
hair care,консультационный,Palmolive,ozon.ru,маркетплейс,1,1
hair care,консультационный,Palmolive,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Physiogel,dtf.ru,обзор,1,1
hair care,консультационный,Physiogel,irecommend.ru,форум,1,1
hair care,консультационный,Physiogel,kp.ru,обзор,1,1
hair care,консультационный,Physiogel,ozon.ru,маркетплейс,1,1
hair care,консультационный,Physiogel,wildberries.ru,маркетплейс,1,1
hair care,консультационный,SYNERGETIC,market.yandex.ru,маркетплейс,2,3
hair care,консультационный,SYNERGETIC,ozon.ru,маркетплейс,2,2
hair care,консультационный,SYNERGETIC,detmir.ru,маркетплейс,1,1
hair care,консультационный,SYNERGETIC,irecommend.ru,форум,1,1
hair care,консультационный,SYNERGETIC,letu.ru,маркетплейс,1,1
hair care,консультационный,SYNERGETIC,wildberries.ru,маркетплейс,1,2
hair care,консультационный,Shauma,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,Shauma,ozon.ru,маркетплейс,1,1
hair care,консультационный,Shauma,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Touch For You,axioneprofessional.ru,сайт бренда,1,1
hair care,консультационный,Touch For You,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,Touch For You,ozon.ru,маркетплейс,1,2
hair care,консультационный,Touch For You,vkusvill.ru,маркетплейс,1,1
hair care,консультационный,Touch For You,wildberries.ru,маркетплейс,1,1
hair care,консультационный,URAL LAB,axioneprofessional.ru,сайт бренда,1,1
hair care,консультационный,URAL LAB,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,URAL LAB,ozon.ru,маркетплейс,1,2
hair care,консультационный,URAL LAB,vkusvill.ru,маркетплейс,1,1
hair care,консультационный,URAL LAB,wildberries.ru,маркетплейс,1,1
hair care,консультационный,VOLCANO ENERGY,axioneprofessional.ru,сайт бренда,1,1
hair care,консультационный,VOLCANO ENERGY,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,VOLCANO ENERGY,ozon.ru,маркетплейс,1,2
hair care,консультационный,VOLCANO ENERGY,vkusvill.ru,маркетплейс,1,1
hair care,консультационный,VOLCANO ENERGY,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Vichy,eapteka.ru,перекуп,1,1
hair care,консультационный,Vichy,lady.mail.ru,обзор,1,1
hair care,консультационный,Vichy,letu.ru,перекуп,1,1
hair care,консультационный,Vichy,linline-clinic.ru,экспертный ресурс,1,1
hair care,консультационный,Vichy,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,Vichy,ozon.ru,маркетплейс,1,1
hair care,консультационный,Vichy,vichy.ru,сайт бренда,1,1
hair care,консультационный,Vichy,vitaexpress.ru,перекуп,1,1
hair care,консультационный,Vichy,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Wella,dtf.ru,обзор,1,1
hair care,консультационный,Wella,irecommend.ru,форум,1,1
hair care,консультационный,Wella,kp.ru,обзор,1,1
hair care,консультационный,Wella,ozon.ru,маркетплейс,1,1
hair care,консультационный,Wella,wildberries.ru,маркетплейс,1,1
hair care,консультационный,YESBABY,apteka.ru,перекуп,1,1
hair care,консультационный,YESBABY,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,YESBABY,uteka.ru,перекуп,1,1
hair care,консультационный,YESBABY,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Алиса,apteka.ru,перекуп,1,1
hair care,консультационный,Алиса,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,Алиса,uteka.ru,перекуп,1,1
hair care,консультационный,Алиса,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Белита-Витэкс,detmir.ru,маркетплейс,1,1
hair care,консультационный,Белита-Витэкс,irecommend.ru,форум,1,1
hair care,консультационный,Белита-Витэкс,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,Белита-Витэкс,ozon.ru,маркетплейс,1,1
hair care,консультационный,Рексона,axioneprofessional.ru,сайт бренда,1,1
hair care,консультационный,Рексона,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,Рексона,ozon.ru,маркетплейс,1,2
hair care,консультационный,Рексона,vkusvill.ru,маркетплейс,1,1
hair care,консультационный,Рексона,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Ушастый Нянь,apteka.ru,перекуп,1,1
hair care,консультационный,Ушастый Нянь,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,Ушастый Нянь,uteka.ru,перекуп,1,1
hair care,консультационный,Ушастый Нянь,wildberries.ru,маркетплейс,1,1
hair care,консультационный,Чистая Линия,chistayalinia.ru,сайт бренда,1,1
hair care,консультационный,Чистая Линия,linline-clinic.ru,экспертный ресурс,1,1
hair care,консультационный,Чистая Линия,selencin.ru,экспертный ресурс,1,1
hair care,консультационный,Чистая Линия,vitaexpress.ru,перекуп,1,1
hair care,консультационный,Чистая линия,detmir.ru,маркетплейс,1,1
hair care,консультационный,Чистая линия,irecommend.ru,форум,1,1
hair care,консультационный,Чистая линия,market.yandex.ru,маркетплейс,1,1
hair care,консультационный,Чистая линия,ozon.ru,маркетплейс,1,1
hair care,консультационный,бренды не указаны,chistayalinia.ru,сайт бренда,1,1
hair care,консультационный,бренды не указаны,media.halvacard.ru,обзор,1,1
hair care,консультационный,бренды не указаны,plastica.onclinic.ru,экспертный ресурс,1,1
hair care,консультационный,отсутствует,rskrf.ru,экспертный ресурс,2,2
hair care,консультационный,отсутствует,aroma-butik.ru,обзор,1,1
hair care,консультационный,отсутствует,chistayalinia.ru,обзор,1,1
hair care,консультационный,отсутствует,linline-clinic.ru,экспертный ресурс,1,1
hair care,консультационный,отсутствует,media.halvacard.ru,обзор,1,1
hair care,консультационный,отсутствует,rivegauche.ru,обзор,1,1
hair care,консультационный,отсутствует,selencin.ru,обзор,1,1
hair care,консультационный,отсутствует,selencin.ru,экспертный ресурс,1,1
hair care,консультационный,отсутствует,vichy.ru,сайт бренда,1,1
hair care,консультационный,отсутствует,vitaexpress.ru,перекуп,1,1
hair care,сравнительный,ARAVIA,kp.ru,обзор,1,1
hair care,сравнительный,ARAVIA,vc.ru,обзор,1,1
hair care,сравнительный,BYPHASSE,kp.ru,обзор,1,1
hair care,сравнительный,BYPHASSE,lady.mail.ru,обзор,1,1
hair care,сравнительный,BYPHASSE,letu.ru,обзор,1,1
hair care,сравнительный,BYPHASSE,nbcnews.com,обзор,1,1
hair care,сравнительный,BYPHASSE,stolichki.ru,обзор,1,1
hair care,сравнительный,DSD de Luxe,kp.ru,обзор,1,1
hair care,сравнительный,DSD de Luxe,vc.ru,обзор,1,1
hair care,сравнительный,Dove,kp.ru,обзор,1,1
hair care,сравнительный,Dove,lady.mail.ru,обзор,1,1
hair care,сравнительный,Dove,letu.ru,обзор,1,1
hair care,сравнительный,Dove,nbcnews.com,обзор,1,1
hair care,сравнительный,Dove,stolichki.ru,обзор,1,1
hair care,сравнительный,Kaaral,kp.ru,обзор,1,1
hair care,сравнительный,Kaaral,vc.ru,обзор,1,1
hair care,сравнительный,L'Oreal,dtf.ru,обзор,1,1
hair care,сравнительный,L'Oreal,kp.ru,обзор,1,1
hair care,сравнительный,L'Oreal,lady.mail.ru,обзор,1,1
hair care,сравнительный,Librederm,kp.ru,обзор,1,1
hair care,сравнительный,Librederm,lady.mail.ru,обзор,1,1
hair care,сравнительный,Librederm,letu.ru,обзор,1,1
hair care,сравнительный,Librederm,nbcnews.com,обзор,1,1
hair care,сравнительный,Librederm,stolichki.ru,обзор,1,1
hair care,сравнительный,MinoMax,kp.ru,обзор,1,1
hair care,сравнительный,MinoMax,vc.ru,обзор,1,1
hair care,сравнительный,Sim Sensitive,kp.ru,обзор,1,1
hair care,сравнительный,Sim Sensitive,vc.ru,обзор,1,1
hair care,сравнительный,Vichy,vc.ru,обзор,1,1
hair care,сравнительный,нет явного лидера,hairgloss.ru,обзор,1,1
hair care,сравнительный,нет явного лидера,yahoo.com,обзор,1,1
hair care,сравнительный,нет явного лидера,zicail.com,обзор,1,1
oral care,категорийный,B.Well,caseguru.ru,обзор,1,1
oral care,категорийный,B.Well,dns-shop.ru,маркетплейс,1,1
oral care,категорийный,B.Well,dtf.ru,обзор,1,1
oral care,категорийный,B.Well,dzen.ru,обзор,1,1
oral care,категорийный,B.Well,health.mail.ru,экспертный ресурс,1,1
oral care,категорийный,Bopakids,doctorslon.ru,перекуп,1,1
oral care,категорийный,Bopakids,market.yandex.ru,маркетплейс,1,1
oral care,категорийный,Bopakids,wildberries.ru,маркетплейс,1,1
oral care,категорийный,Colgate,rigla.ru,перекуп,2,2
oral care,категорийный,Colgate,apteka.ru,перекуп,1,1
oral care,категорийный,Colgate,goldapple.ru,перекуп,1,1
oral care,категорийный,Colgate,gorzdrav.org,перекуп,1,1
oral care,категорийный,Colgate,health.mail.ru,обзор,1,1
oral care,категорийный,Colgate,kp.ru,обзор,1,1
oral care,категорийный,Colgate,market.yandex.ru,маркетплейс,1,1
oral care,категорийный,Colgate,megapteka.ru,перекуп,1,1
oral care,категорийный,Colgate,mila.by,перекуп,1,1
oral care,категорийный,Colgate,ozon.by,маркетплейс,1,1
oral care,категорийный,Colgate,podrygka.ru,перекуп,1,1
oral care,категорийный,Colgate,stolichki.ru,перекуп,1,1
oral care,категорийный,Colgate,tomas.by,маркетплейс,1,1
oral care,категорийный,Colgate,uteka.ru,перекуп,1,1
oral care,категорийный,Colgate,vc.ru,обзор,1,1
oral care,категорийный,Elmex,market.yandex.ru,маркетплейс,3,3
oral care,категорийный,Elmex,kp.ru,обзор,2,2
oral care,категорийный,Elmex,ozon.ru,маркетплейс,2,2
oral care,категорийный,Elmex,doctorslon.ru,перекуп,1,1
oral care,категорийный,Elmex,goldapple.ru,обзор,1,1
oral care,категорийный,Elmex,gorzdrav.org,перекуп,1,1
oral care,категорийный,Elmex,irecommend.ru,форум,1,1
oral care,категорийный,Elmex,mila.by,перекуп,1,1
oral care,категорийный,Elmex,ozon.by,маркетплейс,1,1
oral care,категорийный,Elmex,podrygka.ru,перекуп,1,1
oral care,категорийный,Elmex,rigla.ru,перекуп,1,1
oral care,категорийный,Elmex,stolichki.ru,перекуп,1,1
oral care,категорийный,Elmex,stommarket.ru,перекуп,1,1
oral care,категорийный,Elmex,tomas.by,маркетплейс,1,1
oral care,категорийный,Grass,apteka.ru,перекуп,1,1
oral care,категорийный,Grass,ozon.ru,маркетплейс,1,1
oral care,категорийный,Grass,poryadok.ru,перекуп,1,1
oral care,категорийный,Grass,wildberries.ru,маркетплейс,1,1
oral care,категорийный,Lacalut,apteka.ru,перекуп,2,2
oral care,категорийный,Lacalut,market.yandex.ru,маркетплейс,2,3
oral care,категорийный,Lacalut,kp.ru,обзор,1,1
oral care,категорийный,Lacalut,ozon.ru,маркетплейс,1,1
oral care,категорийный,Lacalut,poryadok.ru,перекуп,1,1
oral care,категорийный,Lacalut,rigla.ru,перекуп,1,1
oral care,категорийный,Lacalut,stomatkristall.ru,экспертный ресурс,1,1
oral care,категорийный,Lacalut,vc.ru,обзор,1,1
oral care,категорийный,Lacalut,www.kp.ru,обзор,1,1
oral care,категорийный,Lacalut,zdravcity.ru,перекуп,1,2
oral care,категорийный,Oclean,dtf.ru,обзор,1,1
oral care,категорийный,Oclean,health.mail.ru,обзор,1,1
oral care,категорийный,Perioe,apteka.ru,перекуп,1,1
oral care,категорийный,Perioe,ozon.ru,маркетплейс,1,1
oral care,категорийный,Perioe,poryadok.ru,перекуп,1,1
oral care,категорийный,Perioe,wildberries.ru,маркетплейс,1,1
oral care,категорийный,Philips,dtf.ru,обзор,2,2
oral care,категорийный,Philips,dzen.ru,обзор,1,1
oral care,категорийный,Philips,health.mail.ru,обзор,1,1
oral care,категорийный,PresiDENT,market.yandex.ru,маркетплейс,2,2
oral care,категорийный,PresiDENT,doctorslon.ru,перекуп,1,1
oral care,категорийный,PresiDENT,gorzdrav.org,перекуп,1,1
oral care,категорийный,PresiDENT,mila.by,перекуп,1,1
oral care,категорийный,PresiDENT,ozon.by,маркетплейс,1,1
oral care,категорийный,PresiDENT,ozon.ru,маркетплейс,1,1
oral care,категорийный,PresiDENT,podrygka.ru,перекуп,1,1
oral care,категорийный,PresiDENT,stommarket.ru,перекуп,1,1
oral care,категорийный,PresiDENT,tomas.by,маркетплейс,1,1
oral care,категорийный,R.O.C.S.,kp.ru,обзор,3,3
oral care,категорийный,R.O.C.S.,apteka.ru,перекуп,2,2
oral care,категорийный,R.O.C.S.,health.mail.ru,обзор,2,2
oral care,категорийный,R.O.C.S.,bestproducts.mail.ru,обзор,1,1
oral care,категорийный,R.O.C.S.,goldapple.ru,перекуп,1,1
oral care,категорийный,R.O.C.S.,gorzdrav.org,перекуп,1,1
oral care,категорийный,R.O.C.S.,market.yandex.ru,маркетплейс,1,1
oral care,категорийный,R.O.C.S.,mila.by,перекуп,1,1
oral care,категорийный,R.O.C.S.,ozon.by,маркетплейс,1,1
oral care,категорийный,R.O.C.S.,planetazdorovo.ru,перекуп,1,1
oral care,категорийный,R.O.C.S.,podrygka.ru,перекуп,1,1
oral care,категорийный,R.O.C.S.,poryadok.ru,перекуп,1,1
oral care,категорийный,R.O.C.S.,rigla.ru,перекуп,1,1
oral care,категорийный,R.O.C.S.,rivegauche.ru,маркетплейс,1,1
oral care,категорийный,R.O.C.S.,stolichki.ru,перекуп,1,1
oral care,категорийный,R.O.C.S.,stomatkristall.ru,экспертный ресурс,1,1
oral care,категорийный,R.O.C.S.,tomas.by,маркетплейс,1,1
oral care,категорийный,R.O.C.S.,vc.ru,обзор,1,1
oral care,категорийный,ROCS,apteka.ru,перекуп,1,1
oral care,категорийный,ROCS,doctorslon.ru,перекуп,1,1
oral care,категорийный,ROCS,uteka.ru,перекуп,1,1
oral care,категорийный,ROCS,wildberries.ru,маркетплейс,1,1
oral care,категорийный,SPLAT,health.mail.ru,обзор,1,1
oral care,категорийный,SPLAT,kp.ru,обзор,1,1
oral care,категорийный,SPLAT,market.yandex.ru,маркетплейс,1,1
oral care,категорийный,SPLAT,ozon.ru,маркетплейс,1,1
oral care,категорийный,SPLAT,uteka.ru,перекуп,1,1
oral care,категорийный,SPLAT,vc.ru,обзор,1,1
oral care,категорийный,SYNERGETIC,apteka.ru,перекуп,1,1
oral care,категорийный,SYNERGETIC,ozon.ru,маркетплейс,1,1
oral care,категорийный,SYNERGETIC,poryadok.ru,перекуп,1,1
oral care,категорийный,SYNERGETIC,wildberries.ru,маркетплейс,1,1
oral care,категорийный,Sensodyne,kp.ru,обзор,2,2
oral care,категорийный,Sensodyne,stolichki.ru,перекуп,2,2
